scaffold_number	gene_id	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)	annotated	novel
DS571289	NA	24534	24580	21	30.52325581	23	40.52149401	41	57.46320953	64	73.29363262	No	Yes
DS571289	EHI_072080	25281	25347	20	29.06976744	4	7.04721635	17	23.82620883	27	30.92075126	Yes	No
DS571291	EHI_179850	10327	10385	48	69.76744186	67	118.0408739	48	67.2740014	61	69.85799359	Yes	No
DS571291	NA	10844	10898	26	37.79069767	17	29.95066949	27	37.84162579	27	30.92075126	No	Yes
DS571291	EHI_179890	15559	15613	43	62.5	8	14.0944327	45	63.06937631	53	60.69628951	Yes	No
DS571291	EHI_179930	25194	25252	79	114.8255814	59	103.9464412	56	78.48633497	72	82.45533669	Yes	No
DS571292	EHI_042910	15607	15668	54	78.48837209	72	126.8498943	42	58.86475123	68	77.87448465	Yes	No
DS571292	NA	20247	20299	21	30.52325581	25	44.04510218	10	14.01541696	18	20.61383417	No	Yes
DS571292	EHI_042960	21086	21130	11	15.98837209	4	7.04721635	8	11.21233357	11	12.59734311	Yes	No
DS571292	EHI_042960	21624	21673	28	40.69767442	7	12.33262861	25	35.0385424	44	50.38937242	Yes	No
DS571292	NA	24075	24124	52	75.58139535	72	126.8498943	87	121.9341275	143	163.7654604	No	Yes
DS571292	NA	25001	25051	28	40.69767442	29	51.09231853	44	61.66783462	49	56.11543747	No	Yes
DS571293	EHI_117620	17366	17432	22	31.97674419	7	12.33262861	48	67.2740014	58	66.42235456	Yes	No
DS571293	EHI_117620	17875	17924	12	17.44186047	8	14.0944327	20	28.03083392	34	38.93724233	Yes	No
DS571293	EHI_117630	18452	18535	17	24.70930233	27	47.56871036	22	30.83391731	30	34.35639029	Yes	No
DS571293	EHI_117630	18845	18900	32	46.51162791	29	51.09231853	31	43.44779257	19	21.75904718	Yes	No
DS571293	EHI_117690	32550	32628	223	324.127907	261	459.8308668	476	667.1338472	596	682.5469537	Yes	No
DS571294	EHI_081630	4507	4646	2420	3517.44186	1611	2838.266385	2529	3544.498949	2507	2871.049015	Yes	No
DS571294	NA	7797	7844	91	132.2674419	85	149.7533474	95	133.1464611	117	133.9899221	No	Yes
DS571294	EHI_081660	7998	8040	400	581.3953488	367	646.5821001	464	650.3153469	703	805.0847458	Yes	No
DS571294	EHI_081700	12714	12765	24	34.88372093	37	65.18675123	43	60.26629292	29	33.21117728	Yes	No
DS571294	EHI_081710	13533	13584	148	215.1162791	193	340.0281889	182	255.0805886	137	156.8941823	Yes	No
DS571294	EHI_081710	13808	13859	134	194.7674419	111	195.5602537	173	242.4667134	144	164.9106734	Yes	No
DS571295	EHI_082550	23462	23511	201	292.1511628	95	167.3713883	359	503.1534688	425	486.7155291	Yes	No
DS571295	EHI_082550	23566	23608	261	379.3604651	134	236.0817477	468	655.9215137	584	668.8043976	Yes	No
DS571295	EHI_082550	23979	24027	240	348.8372093	275	484.496124	302	423.2655922	434	497.0224462	Yes	No
DS571295	EHI_082580	28579	28632	21	30.52325581	25	44.04510218	38	53.25858444	37	42.37288136	Yes	No
DS571295	EHI_082600	36259	36308	91	132.2674419	31	54.61592671	137	192.0112123	176	201.5574897	Yes	No
DS571296	EHI_099220	10177	10502	227	329.9418605	66	116.2790698	69	96.70637701	63	72.14841961	Yes	No
DS571296	EHI_099240	15659	15846	166	241.2790698	40	70.4721635	124	173.7911703	151	172.9271645	Yes	No
DS571296	EHI_099240	15927	15983	138	200.5813953	36	63.42494715	87	121.9341275	121	138.5707742	Yes	No
DS571296	EHI_099240	16839	16921	198	287.7906977	251	442.2128259	188	263.4898388	192	219.8808978	Yes	No
DS571296	NA	25257	25331	29	42.15116279	10	17.61804087	59	82.69096006	55	62.98671553	No	Yes
DS571296	EHI_099310	27060	27105	52	75.58139535	69	121.564482	47	65.87245971	67	76.72927164	Yes	No
DS571297	EHI_142740	14490	14539	34	49.41860465	48	84.56659619	21	29.43237561	34	38.93724233	Yes	No
DS571297	NA	18051	18112	45	65.40697674	83	146.2297393	47	65.87245971	44	50.38937242	No	Yes
DS571297	EHI_142890	22678	22761	57	82.84883721	40	70.4721635	24	33.6370007	53	60.69628951	Yes	No
DS571297	EHI_142910	24782	24977	59	85.75581395	19	33.47427766	29	40.64470918	38	43.51809437	Yes	No
DS571297	EHI_142960	35472	35530	81	117.7325581	74	130.3735025	76	106.5171689	88	100.7787448	Yes	No
DS571298	EHI_145730	34905	34948	53	77.03488372	84	147.9915433	19	26.62929222	16	18.32340815	Yes	No
DS571299	EHI_099720	14602	14669	224	325.5813953	235	414.0239605	370	518.5704275	560	641.3192854	Yes	No
DS571299	NA	25390	25461	54	78.48837209	47	82.80479211	65	91.10021023	119	136.2803481	No	Yes
DS571299	EHI_099800	26269	26330	38	55.23255814	12	21.14164905	34	47.65241766	38	43.51809437	Yes	No
DS571299	EHI_099850	33822	33873	31	45.05813953	64	112.7554616	32	44.84933427	26	29.77553825	Yes	No
DS571299	EHI_099870	36227	36301	110	159.8837209	96	169.1331924	40	56.06166783	77	88.18140174	Yes	No
DS571299	NA	36254	36301	13	18.89534884	15	26.42706131	8	11.21233357	8	9.161704077	No	Yes
DS571299	EHI_099870	36400	36457	120	174.4186047	120	211.4164905	55	77.08479327	71	81.31012368	Yes	No
DS571300	EHI_172960	7503	7554	182	264.5348837	163	287.1740662	482	675.5430974	607	695.1442968	Yes	No
DS571301	EHI_060390	23162	23205	23	33.43023256	10	17.61804087	13	18.22004205	15	17.17819514	Yes	No
DS571301	EHI_060400	24986	25037	72	104.6511628	58	102.1846371	51	71.47862649	74	84.74576271	Yes	No
DS571301	EHI_060400	25114	25177	33	47.96511628	44	77.51937984	54	75.68325158	72	82.45533669	Yes	No
DS571302	EHI_065280	20993	21071	19	27.61627907	14	24.66525722	28	39.24316748	28	32.06596427	Yes	No
DS571302	EHI_065300	22597	22655	12	17.44186047	7	12.33262861	16	22.42466713	12	13.74255612	Yes	No
DS571302	EHI_065300	22918	22963	17	24.70930233	9	15.85623679	7	9.810791871	13	14.88776913	Yes	No
DS571302	EHI_065350	33842	33892	63	91.56976744	28	49.33051445	121	169.5865452	138	158.0393953	Yes	No
DS571303	EHI_147450	14262	14337	72	104.6511628	50	88.09020437	82	114.9264191	76	87.03618873	Yes	No
DS571303	NA	17760	17828	28	40.69767442	28	49.33051445	13	18.22004205	13	14.88776913	No	Yes
DS571303	EHI_147460	17882	17943	31	45.05813953	28	49.33051445	15	21.02312544	15	17.17819514	Yes	No
DS571303	EHI_147480	19638	19692	75	109.0116279	83	146.2297393	142	199.0189208	124	142.0064132	Yes	No
DS571303	EHI_147480	19856	19912	52	75.58139535	71	125.0880902	94	131.7449194	85	97.34310582	Yes	No
DS571303	EHI_147480	20033	20092	11	15.98837209	21	36.99788584	39	54.66012614	35	40.08245534	Yes	No
DS571303	EHI_147560	32338	32396	37	53.77906977	53	93.37561663	49	68.6755431	77	88.18140174	Yes	No
DS571304	EHI_161930	21859	21918	546	793.6046512	247	435.1656096	421	590.049054	471	539.3953275	Yes	No
DS571304	EHI_161980	31362	31413	81	117.7325581	70	123.3262861	144	201.8220042	216	247.3660101	Yes	No
DS571305	EHI_171270	6681	6734	17	24.70930233	26	45.80690627	43	60.26629292	39	44.66330738	Yes	No
DS571305	EHI_171270	7085	7134	19	27.61627907	19	33.47427766	49	68.6755431	54	61.84150252	Yes	No
DS571305	EHI_171290	9101	9144	50	72.6744186	14	24.66525722	52	72.88016819	46	52.67979844	Yes	No
DS571305	EHI_171290	9396	9480	32	46.51162791	6	10.57082452	19	26.62929222	25	28.63032524	Yes	No
DS571305	EHI_171290	11243	11326	22	31.97674419	34	59.90133897	26	36.44008409	17	19.46862116	Yes	No
DS571306	NA	27946	28006	29	42.15116279	31	54.61592671	18	25.22775053	18	20.61383417	No	Yes
DS571307	EHI_088030	8368	8416	7	10.1744186	5	8.809020437	11	15.41695865	10	11.4521301	Yes	No
DS571307	EHI_088040	9442	9488	63	91.56976744	47	82.80479211	60	84.09250175	79	90.47182776	Yes	No
DS571307	EHI_088040	9605	9650	50	72.6744186	59	103.9464412	48	67.2740014	69	79.01969766	Yes	No
DS571307	EHI_088060	11310	11366	231	335.755814	161	283.6504581	181	253.679047	201	230.1878149	Yes	No
DS571307	EHI_088110	28669	28722	64	93.02325581	65	114.5172657	88	123.3356692	75	85.89097572	Yes	No
DS571307	EHI_088110	29004	29055	56	81.39534884	29	51.09231853	51	71.47862649	46	52.67979844	Yes	No
DS571307	EHI_088220	35078	35121	108	156.9767442	17	29.95066949	152	213.0343378	154	176.3628035	Yes	No
DS571309	EHI_054090	5703	5753	10	14.53488372	11	19.37984496	15	21.02312544	20	22.90426019	Yes	No
DS571309	EHI_054140	11366	11468	136	197.6744186	92	162.085976	45	63.06937631	42	48.0989464	Yes	No
DS571309	EHI_054200	21153	21214	19	27.61627907	4	7.04721635	18	25.22775053	14	16.03298213	Yes	No
DS571310	EHI_170590	1530	1582	108	156.9767442	172	303.030303	193	270.4975473	171	195.8314246	Yes	No
DS571310	EHI_170630	8961	9020	126	183.1395349	136	239.6053559	158	221.4435879	233	266.8346312	Yes	No
DS571311	EHI_139370	13810	13876	87	126.4534884	128	225.5109232	71	99.50946041	66	75.58405863	Yes	No
DS571311	NA	14365	14426	76	110.4651163	39	68.71035941	139	194.8142957	149	170.6367384	No	Yes
DS571312	EHI_032780	7669	7725	89	129.3604651	104	183.2276251	121	169.5865452	140	160.3298213	Yes	No
DS571312	NA	14999	15032	11	15.98837209	6	10.57082452	16	22.42466713	14	16.03298213	No	Yes
DS571313	EHI_056390	7623	7684	346	502.9069767	197	347.0754052	358	501.7519271	507	580.6229959	Yes	No
DS571313	EHI_056400	8313	8369	221	321.2209302	71	125.0880902	406	569.0259285	411	470.682547	Yes	No
DS571313	EHI_056400	9128	9185	92	133.7209302	54	95.13742072	131	183.6019622	115	131.6994961	Yes	No
DS571313	EHI_056420	13398	13551	760	1104.651163	305	537.3502467	570	798.8787666	766	877.2331654	Yes	No
DS571313	NA	26929	27156	12	17.44186047	5	8.809020437	12	16.81850035	23	26.33989922	No	Yes
DS571313	NA	26983	27096	8	11.62790698	7	12.33262861	9	12.61387526	16	18.32340815	No	Yes
DS571313	NA	27680	27725	12	17.44186047	4	7.04721635	14	19.62158374	11	12.59734311	No	Yes
DS571314	EHI_057660	6965	7017	9	13.08139535	20	35.23608175	9	12.61387526	19	21.75904718	Yes	No
DS571314	EHI_057660	7261	7325	10	14.53488372	10	17.61804087	17	23.82620883	13	14.88776913	Yes	No
DS571314	NA	11344	11454	33	47.96511628	49	86.32840028	111	155.5711282	164	187.8149336	No	Yes
DS571314	NA	11344	11565	8	11.62790698	8	14.0944327	15	21.02312544	19	21.75904718	No	Yes
DS571314	NA	11439	11549	6	8.720930233	19	33.47427766	31	43.44779257	52	59.5510765	No	Yes
DS571314	EHI_057830	30271	30335	90	130.8139535	64	112.7554616	128	179.3973371	123	140.8612002	Yes	No
DS571315	EHI_189870	10350	10427	26	37.79069767	20	35.23608175	28	39.24316748	24	27.48511223	Yes	No
DS571315	EHI_189890	13111	13158	19	27.61627907	4	7.04721635	6	8.409250175	8	9.161704077	Yes	No
DS571315	EHI_189970	24657	24797	103	149.7093023	25	44.04510218	115	161.177295	151	172.9271645	Yes	No
DS571315	EHI_189990	28658	28707	180	261.627907	139	244.8907681	346	484.9334268	476	545.1213926	Yes	No
DS571316	EHI_183410	4734	4781	14	20.34883721	13	22.90345314	10	14.01541696	7	8.016491067	Yes	No
DS571316	EHI_183420	5289	5337	27	39.24418605	58	102.1846371	78	109.3202523	78	89.32661475	Yes	No
DS571316	EHI_183420	5593	5639	50	72.6744186	64	112.7554616	141	197.6173791	136	155.7489693	Yes	No
DS571316	EHI_183470	12022	12075	648	941.8604651	509	896.7582805	825	1156.271899	1223	1400.595511	Yes	No
DS571316	EHI_183530	26041	26111	20	29.06976744	8	14.0944327	16	22.42466713	16	18.32340815	Yes	No
DS571316	EHI_183550	29610	29661	103	149.7093023	115	202.60747	78	109.3202523	84	96.19789281	Yes	No
DS571317	EHI_191900	3965	4018	131	190.4069767	55	96.89922481	207	290.119131	198	226.7521759	Yes	No
DS571317	EHI_191900	4323	4382	212	308.1395349	54	95.13742072	394	552.2074282	468	535.9596885	Yes	No
DS571317	EHI_191910	5633	5680	14	20.34883721	19	33.47427766	46	64.47091801	57	65.27714155	Yes	No
DS571317	EHI_191910	5746	5793	19	27.61627907	23	40.52149401	45	63.06937631	64	73.29363262	Yes	No
DS571317	EHI_192090	20853	20907	14	20.34883721	5	8.809020437	27	37.84162579	35	40.08245534	Yes	No
DS571317	EHI_192130	23801	23866	17	24.70930233	14	24.66525722	20	28.03083392	13	14.88776913	Yes	No
DS571318	EHI_083110	2016	2086	22	31.97674419	43	75.75757576	28	39.24316748	25	28.63032524	Yes	No
DS571319	EHI_199640	14853	14931	88	127.9069767	97	170.8949965	64	89.69866854	62	71.0032066	Yes	No
DS571319	EHI_199640	15854	15981	50	72.6744186	22	38.75968992	93	130.3433777	108	123.683005	Yes	No
DS571319	EHI_199640	16235	16302	68	98.8372093	27	47.56871036	170	238.2620883	231	264.5442052	Yes	No
DS571320	NA	1988	2041	26	37.79069767	12	21.14164905	8	11.21233357	6	6.871278058	No	Yes
DS571320	NA	26568	26611	16	23.25581395	9	15.85623679	24	33.6370007	12	13.74255612	No	Yes
DS571320	EHI_044360	27955	28011	18	26.1627907	13	22.90345314	25	35.0385424	42	48.0989464	Yes	No
DS571321	EHI_046610	6613	6690	9	13.08139535	4	7.04721635	16	22.42466713	15	17.17819514	Yes	No
DS571322	EHI_055700	11444	11652	267	388.0813953	171	301.2684989	353	494.7442186	446	510.7650023	Yes	No
DS571322	EHI_055720	16798	16853	29	42.15116279	7	12.33262861	19	26.62929222	17	19.46862116	Yes	No
DS571322	NA	19258	19304	25	36.3372093	5	8.809020437	11	15.41695865	11	12.59734311	No	Yes
DS571323	NA	8461	8512	6	8.720930233	7	12.33262861	7	9.810791871	12	13.74255612	No	Yes
DS571323	NA	8583	8627	20	29.06976744	21	36.99788584	19	26.62929222	39	44.66330738	No	Yes
DS571323	EHI_007300	14316	14451	22	31.97674419	23	40.52149401	26	36.44008409	37	42.37288136	Yes	No
DS571323	EHI_007320	17264	17320	649	943.3139535	180	317.1247357	265	371.4085494	301	344.7091159	Yes	No
DS571323	EHI_007350	27749	27851	1052	1529.069767	413	727.6250881	1123	1573.931324	1411	1615.895557	Yes	No
DS571324	EHI_011220	15939	15987	26	37.79069767	17	29.95066949	44	61.66783462	63	72.14841961	Yes	No
DS571326	EHI_166440	18249	18312	12	17.44186047	6	10.57082452	7	9.810791871	7	8.016491067	Yes	No
DS571326	EHI_166470	24343	24415	66	95.93023256	117	206.1310782	88	123.3356692	160	183.2340815	Yes	No
DS571327	EHI_035920	11102	11150	22	31.97674419	9	15.85623679	5	7.007708479	7	8.016491067	Yes	No
DS571327	EHI_035920	12107	12155	26	37.79069767	26	45.80690627	12	16.81850035	10	11.4521301	Yes	No
DS571327	EHI_035930	13057	13099	36	52.3255814	18	31.71247357	27	37.84162579	23	26.33989922	Yes	No
DS571327	EHI_035930	13307	13383	64	93.02325581	25	44.04510218	54	75.68325158	65	74.43884563	Yes	No
DS571327	EHI_035960	19547	19591	81	117.7325581	67	118.0408739	74	103.7140855	73	83.6005497	Yes	No
DS571327	NA	25214	25276	6	8.720930233	4	7.04721635	12	16.81850035	12	13.74255612	No	Yes
DS571328	EHI_158590	19037	19093	169	245.6395349	12	21.14164905	146	204.6250876	134	153.4585433	Yes	No
DS571329	EHI_112000	8701	8756	25	36.3372093	16	28.1888654	31	43.44779257	42	48.0989464	Yes	No
DS571329	EHI_112000	8918	8976	23	33.43023256	10	17.61804087	27	37.84162579	31	35.5016033	Yes	No
DS571329	EHI_112020	13186	13242	26	37.79069767	23	40.52149401	44	61.66783462	36	41.22766835	Yes	No
DS571329	EHI_112020	13288	13341	27	39.24418605	22	38.75968992	41	57.46320953	25	28.63032524	Yes	No
DS571330	EHI_023610	10924	10976	15	21.80232558	36	63.42494715	14	19.62158374	17	19.46862116	Yes	No
DS571330	NA	14209	14264	40	58.13953488	6	10.57082452	39	54.66012614	46	52.67979844	No	Yes
DS571330	EHI_023880	29860	29913	65	94.47674419	81	142.7061311	116	162.5788367	154	176.3628035	Yes	No
DS571330	EHI_023880	30003	30071	89	129.3604651	87	153.2769556	152	213.0343378	187	214.1548328	Yes	No
DS571330	EHI_023880	30250	30307	66	95.93023256	35	61.66314306	125	175.192712	164	187.8149336	Yes	No
DS571331	EHI_170310	2358	2414	98	142.4418605	36	63.42494715	80	112.1233357	70	80.16491067	Yes	No
DS571331	EHI_170310	2761	2804	73	106.1046512	11	19.37984496	95	133.1464611	104	119.102153	Yes	No
DS571331	EHI_170350	6943	7003	35	50.87209302	18	31.71247357	25	35.0385424	43	49.24415941	Yes	No
DS571331	EHI_170350	7061	7180	50	72.6744186	32	56.3777308	28	39.24316748	51	58.40586349	Yes	No
DS571331	EHI_170350	7405	7478	15	21.80232558	13	22.90345314	24	33.6370007	29	33.21117728	Yes	No
DS571331	EHI_170350	7737	7781	13	18.89534884	6	10.57082452	17	23.82620883	30	34.35639029	Yes	No
DS571331	EHI_170380	10903	10966	22	31.97674419	10	17.61804087	15	21.02312544	21	24.0494732	Yes	No
DS571331	EHI_170470	21973	22036	200	290.6976744	85	149.7533474	112	156.9726699	172	196.9766377	Yes	No
DS571332	EHI_199960	5927	5972	158	229.6511628	58	102.1846371	199	278.9067975	287	328.6761338	Yes	No
DS571332	NA	8201	8256	227	329.9418605	99	174.4186047	294	412.0532586	355	406.5506184	No	Yes
DS571332	EHI_200020	14696	14763	52	75.58139535	51	89.85200846	70	98.10791871	66	75.58405863	Yes	No
DS571332	NA	15387	15439	9	13.08139535	11	19.37984496	24	33.6370007	16	18.32340815	No	Yes
DS571332	EHI_200030	16062	16105	27	39.24418605	6	10.57082452	41	57.46320953	43	49.24415941	Yes	No
DS571332	EHI_200220	28905	28961	219	318.3139535	307	540.8738548	208	291.5206727	219	250.8016491	Yes	No
DS571332	EHI_200230	30856	30908	175	254.3604651	14	24.66525722	217	304.134548	220	251.9468621	Yes	No
DS571335	EHI_091080	18735	18781	5	7.26744186	7	12.33262861	9	12.61387526	13	14.88776913	Yes	No
DS571336	EHI_120920	18351	18395	33	47.96511628	7	12.33262861	28	39.24316748	33	37.79202932	Yes	No
DS571337	NA	15978	16025	28	40.69767442	22	38.75968992	17	23.82620883	13	14.88776913	No	Yes
DS571337	NA	16564	16616	48	69.76744186	12	21.14164905	69	96.70637701	59	67.56756757	No	Yes
DS571337	NA	16659	16714	34	49.41860465	7	12.33262861	56	78.48633497	56	64.13192854	No	Yes
DS571337	EHI_079250	16988	17038	38	55.23255814	10	17.61804087	61	85.49404345	72	82.45533669	Yes	No
DS571337	NA	17417	17475	31	45.05813953	24	42.2832981	64	89.69866854	67	76.72927164	No	Yes
DS571337	EHI_079250	17886	17934	59	85.75581395	73	128.6116984	75	105.1156272	101	115.666514	Yes	No
DS571337	EHI_079270	19465	19517	21	30.52325581	28	49.33051445	47	65.87245971	71	81.31012368	Yes	No
DS571337	EHI_079280	20364	20426	121	175.872093	49	86.32840028	270	378.4162579	285	326.3857077	Yes	No
DS571337	EHI_079280	20736	20802	47	68.31395349	47	82.80479211	110	154.1695865	112	128.2638571	Yes	No
DS571337	EHI_079280	20907	20997	34	49.41860465	44	77.51937984	96	134.5480028	122	139.7159872	Yes	No
DS571337	EHI_079310	26576	26632	10	14.53488372	22	38.75968992	17	23.82620883	18	20.61383417	Yes	No
DS571337	EHI_079310	26919	26995	7	10.1744186	4	7.04721635	11	15.41695865	8	9.161704077	Yes	No
DS571337	EHI_079310	27100	27152	15	21.80232558	4	7.04721635	13	18.22004205	8	9.161704077	Yes	No
DS571337	EHI_079310	27465	27512	9	13.08139535	8	14.0944327	26	36.44008409	15	17.17819514	Yes	No
DS571338	NA	3512	3570	9	13.08139535	11	19.37984496	33	46.25087596	17	19.46862116	No	Yes
DS571338	EHI_114790	11940	11992	64	93.02325581	68	119.8026779	79	110.721794	96	109.9404489	Yes	No
DS571339	EHI_020230	8841	8899	24	34.88372093	16	28.1888654	12	16.81850035	22	25.19468621	Yes	No
DS571339	EHI_020340	26510	26568	47	68.31395349	39	68.71035941	67	93.90329362	85	97.34310582	Yes	No
DS571339	NA	29122	29191	16	23.25581395	13	22.90345314	13	18.22004205	14	16.03298213	No	Yes
DS571342	EHI_119550	15014	15074	57	82.84883721	74	130.3735025	40	56.06166783	44	50.38937242	Yes	No
DS571344	EHI_143590	12529	12582	40	58.13953488	35	61.66314306	50	70.07708479	51	58.40586349	Yes	No
DS571344	EHI_143590	12714	12792	7	10.1744186	5	8.809020437	17	23.82620883	13	14.88776913	Yes	No
DS571344	NA	24944	24999	8	11.62790698	7	12.33262861	9	12.61387526	10	11.4521301	No	Yes
DS571345	NA	3617	3660	29	42.15116279	11	19.37984496	28	39.24316748	29	33.21117728	No	Yes
DS571345	EHI_002130	7630	7683	158	229.6511628	29	51.09231853	208	291.5206727	259	296.6101695	Yes	No
DS571345	EHI_002130	7878	7940	71	103.1976744	16	28.1888654	124	173.7911703	99	113.376088	Yes	No
DS571345	NA	10249	10313	12	17.44186047	14	24.66525722	17	23.82620883	9	10.30691709	No	Yes
DS571346	EHI_108610	1114	1273	2444	3552.325581	1590	2801.268499	2256	3161.878066	2805	3212.322492	Yes	No
DS571346	EHI_108630	5992	6050	90	130.8139535	127	223.7491191	42	58.86475123	68	77.87448465	Yes	No
DS571346	EHI_108700	13488	13547	117	170.0581395	16	28.1888654	63	88.29712684	83	95.0526798	Yes	No
DS571346	EHI_108750	27507	27556	38	55.23255814	14	24.66525722	24	33.6370007	25	28.63032524	Yes	No
DS571347	EHI_052060	5754	5809	37	53.77906977	28	49.33051445	31	43.44779257	25	28.63032524	Yes	No
DS571347	EHI_052080	9573	9628	39	56.68604651	24	42.2832981	15	21.02312544	25	28.63032524	Yes	No
DS571347	EHI_052080	9746	9789	30	43.60465116	15	26.42706131	23	32.235459	29	33.21117728	Yes	No
DS571347	EHI_052150	16368	16464	151	219.4767442	132	232.5581395	231	323.7561317	269	308.0622996	Yes	No
DS571347	EHI_052150	16753	16809	6	8.720930233	6	10.57082452	17	23.82620883	40	45.80852038	Yes	No
DS571347	EHI_052170	20084	20145	22	31.97674419	12	21.14164905	22	30.83391731	22	25.19468621	Yes	No
DS571349	EHI_098730	3865	3910	26	37.79069767	31	54.61592671	51	71.47862649	45	51.53458543	Yes	No
DS571349	EHI_098850	24351	24411	143	207.8488372	49	86.32840028	179	250.8759636	224	256.5277142	Yes	No
DS571349	NA	26454	26527	26	37.79069767	11	19.37984496	17	23.82620883	14	16.03298213	No	Yes
DS571349	NA	26652	26698	38	55.23255814	10	17.61804087	23	32.235459	23	26.33989922	No	Yes
DS571351	EHI_019070	987	1048	69	100.2906977	97	170.8949965	24	33.6370007	36	41.22766835	Yes	No
DS571351	EHI_019160	15858	15928	53	77.03488372	13	22.90345314	28	39.24316748	13	14.88776913	Yes	No
DS571351	EHI_019170	17072	17130	33	47.96511628	45	79.28118393	28	39.24316748	28	32.06596427	Yes	No
DS571351	EHI_019170	18124	18182	99	143.8953488	32	56.3777308	128	179.3973371	144	164.9106734	Yes	No
DS571351	EHI_019190	22027	22083	43	62.5	45	79.28118393	50	70.07708479	52	59.5510765	Yes	No
DS571352	NA	13296	13346	8	11.62790698	11	19.37984496	17	23.82620883	20	22.90426019	No	Yes
DS571352	EHI_058070	13624	13672	42	61.04651163	18	31.71247357	107	149.9649615	56	64.13192854	Yes	No
DS571352	NA	17169	17221	43	62.5	81	142.7061311	58	81.28941836	70	80.16491067	No	Yes
DS571353	EHI_101250	10460	10527	42	61.04651163	24	42.2832981	36	50.45550105	20	22.90426019	Yes	No
DS571353	NA	11863	11994	76	110.4651163	149	262.508809	39	54.66012614	45	51.53458543	No	Yes
DS571353	NA	14069	14148	27	39.24418605	16	28.1888654	28	39.24316748	25	28.63032524	No	Yes
DS571353	NA	14195	14260	25	36.3372093	16	28.1888654	25	35.0385424	22	25.19468621	No	Yes
DS571353	EHI_101290	23962	24009	238	345.9302326	34	59.90133897	45	63.06937631	156	178.6532295	Yes	No
DS571355	EHI_039200	7033	7082	109	158.4302326	93	163.8477801	44	61.66783462	59	67.56756757	Yes	No
DS571356	EHI_185440	9076	9164	87	126.4534884	17	29.95066949	76	106.5171689	72	82.45533669	Yes	No
DS571356	NA	15879	15992	21	30.52325581	26	45.80690627	41	57.46320953	57	65.27714155	No	Yes
DS571356	EHI_185590	16972	17018	23	33.43023256	6	10.57082452	44	61.66783462	34	38.93724233	Yes	No
DS571357	EHI_115290	5684	5736	8	11.62790698	4	7.04721635	9	12.61387526	13	14.88776913	Yes	No
DS571357	NA	13801	13862	15	21.80232558	27	47.56871036	15	21.02312544	25	28.63032524	No	Yes
DS571357	EHI_115340	14034	14087	12	17.44186047	14	24.66525722	19	26.62929222	24	27.48511223	Yes	No
DS571358	EHI_036560	13852	13900	7	10.1744186	7	12.33262861	21	29.43237561	32	36.64681631	Yes	No
DS571358	EHI_036570	14238	14307	10	14.53488372	12	21.14164905	43	60.26629292	43	49.24415941	Yes	No
DS571359	NA	21324	21451	10	14.53488372	10	17.61804087	6	8.409250175	8	9.161704077	No	Yes
DS571360	EHI_090270	25198	25242	45	65.40697674	62	109.2318534	55	77.08479327	107	122.537792	Yes	No
DS571361	EHI_120280	10567	10612	224	325.5813953	179	315.3629316	128	179.3973371	153	175.2175905	Yes	No
DS571361	NA	12176	12295	26	37.79069767	8	14.0944327	37	51.85704275	30	34.35639029	No	Yes
DS571361	NA	12190	12303	13	18.89534884	6	10.57082452	11	15.41695865	6	6.871278058	No	Yes
DS571361	EHI_120320	13856	13913	219	318.3139535	262	461.5926709	171	239.66363	200	229.0426019	Yes	No
DS571362	EHI_162340	16769	16821	33	47.96511628	27	47.56871036	62	86.89558514	69	79.01969766	Yes	No
DS571365	EHI_197790	6820	6870	79	114.8255814	29	51.09231853	140	196.2158374	168	192.3957856	Yes	No
DS571365	EHI_197800	8665	8722	28	40.69767442	21	36.99788584	22	30.83391731	18	20.61383417	Yes	No
DS571365	EHI_197820	10366	10431	25	36.3372093	35	61.66314306	15	21.02312544	19	21.75904718	Yes	No
DS571367	EHI_090380	6048	6116	60	87.20930233	86	151.5151515	138	193.412754	162	185.5245076	Yes	No
DS571368	EHI_114340	8145	8192	90	130.8139535	60	105.7082452	117	163.9803784	102	116.811727	Yes	No
DS571370	EHI_053420	4275	4348	95	138.0813953	67	118.0408739	69	96.70637701	66	75.58405863	Yes	No
DS571370	NA	5639	5707	252	366.2790698	264	465.1162791	336	470.9180098	503	576.0421438	No	Yes
DS571370	EHI_053450	6409	6462	41	59.59302326	53	93.37561663	71	99.50946041	92	105.3595969	Yes	No
DS571370	EHI_053610	21532	21579	39	56.68604651	14	24.66525722	43	60.26629292	45	51.53458543	Yes	No
DS571371	EHI_132360	4144	4192	20	29.06976744	5	8.809020437	10	14.01541696	19	21.75904718	Yes	No
DS571371	NA	23779	23830	134	194.7674419	119	209.6546864	208	291.5206727	365	418.0027485	No	Yes
DS571372	EHI_056100	4158	4215	267	388.0813953	257	452.7836505	213	298.5283812	286	327.5309208	Yes	No
DS571372	EHI_056110	12003	12082	85	123.5465116	85	149.7533474	27	37.84162579	50	57.26065048	Yes	No
DS571373	EHI_181520	6969	7013	255	370.6395349	262	461.5926709	114	159.7757533	158	180.9436555	Yes	No
