scaffold_number	gene_id	rna_id	rna_type	rna_start	rna_end	intron_start	intron_end	+/-
DS571313	EHI_056400	EHI_056400A	mRNA	8207	9762	9128	9185	+
DS571313	EHI_056400	EHI_056400A	mRNA	8207	9762	9544	9604	+
DS571393	EHI_119910	EHI_119910A	mRNA	5124	5960	5394	5439	-
DS571149	EHI_050830	EHI_050830A	mRNA	125856	126661	126211	126253	-
DS571149	EHI_050830	EHI_050830A	mRNA	125856	126661	126502	126553	-
DS571147	EHI_045590	EHI_045590A	mRNA	177552	180665	180110	180205	-
DS571147	EHI_045590	EHI_045590A	mRNA	177552	180665	180276	180332	-
DS571612	EHI_184810	EHI_184810A	mRNA	4021	6082	5154	5409	-
DS571180	EHI_118700	EHI_118700A	mRNA	49841	50665	50434	50482	+
DS571173	EHI_087860	EHI_087860A	mRNA	92365	93422	92539	92594	-
DS571207	EHI_170050	EHI_170050A	mRNA	46287	46887	46753	46812	+
DS571232	EHI_074100	EHI_074100A	mRNA	33108	34605	33501	33555	+
DS571174	EHI_035580	EHI_035580A	mRNA	48110	48926	48334	48385	+
DS571323	EHI_007350	EHI_007350A	mRNA	27652	28434	27749	27851	+
DS571242	EHI_109840	EHI_109840A	mRNA	16839	17465	17031	17084	+
DS571145	EHI_151250	EHI_151250A	mRNA	16316	24043	23459	23515	-
DS571145	EHI_151250	EHI_151250A	mRNA	16316	24043	23807	23863	-
DS571233	EHI_025220	EHI_025220A	mRNA	4233	5164	4353	4416	+
DS571233	EHI_025220	EHI_025220A	mRNA	4233	5164	4555	4612	+
DS571240	EHI_017670	EHI_017670A	mRNA	26800	34224	27158	27208	+
DS571778	EHI_054940	EHI_054940A	mRNA	1817	2583	1903	2114	+
DS571146	EHI_149000	EHI_149000A	mRNA	202295	202669	202298	202397	+
DS571236	EHI_106110	EHI_106110A	mRNA	8623	12205	9072	9140	+
DS571236	EHI_106110	EHI_106110A	mRNA	8623	12205	9267	9327	+
DS571219	EHI_169080	EHI_169080A	mRNA	22708	24582	22890	22946	-
DS571316	EHI_183530	EHI_183530A	mRNA	25912	27149	26041	26111	-
DS571160	EHI_126160	EHI_126160A	mRNA	110106	110882	110295	110354	-
DS571206	EHI_188140	EHI_188140A	mRNA	33117	34594	34019	34079	-
DS571206	EHI_188140	EHI_188140A	mRNA	33117	34594	34289	34335	-
DS571206	EHI_188140	EHI_188140A	mRNA	33117	34594	34402	34451	-
DS571266	EHI_029020	EHI_029020A	mRNA	29951	30806	30659	30725	+
DS571646	EHI_082700	EHI_082700A	mRNA	3717	5072	4860	4916	-
DS571339	EHI_020340	EHI_020340A	mRNA	26219	26820	26510	26568	-
DS571286	EHI_026430	EHI_026430A	mRNA	31392	32176	31529	31576	-
DS571286	EHI_026430	EHI_026430A	mRNA	31392	32176	31851	31901	-
DS571286	EHI_026430	EHI_026430A	mRNA	31392	32176	32063	32139	-
DS571401	EHI_074730	EHI_074730A	mRNA	6299	7604	6470	6536	+
DS571317	EHI_191920	EHI_191920A	mRNA	6237	7400	6541	6702	+
DS571408	EHI_189120	EHI_189120A	mRNA	8200	9805	8394	8454	-
DS571241	EHI_138330	EHI_138330A	mRNA	11255	13975	13680	13733	-
DS571181	EHI_004580	EHI_004580A	mRNA	75422	76049	75804	75867	+
DS571199	EHI_008680	EHI_008680A	mRNA	45939	48267	48021	48072	+
DS571531	EHI_057430	EHI_057430A	mRNA	9108	9873	9273	9375	+
DS571600	EHI_000140	EHI_000140A	mRNA	8591	9090	8947	9065	+
DS571602	EHI_031520	EHI_031520A	mRNA	3129	4071	3175	3235	-
DS571287	EHI_137250	EHI_137250A	mRNA	37870	39943	37945	38131	-
DS571196	EHI_064500	EHI_064500A	mRNA	33020	36647	33031	33082	+
DS571329	EHI_112020	EHI_112020A	mRNA	12938	13441	13186	13242	+
DS571329	EHI_112020	EHI_112020A	mRNA	12938	13441	13288	13341	+
DS571273	EHI_111840	EHI_111840A	mRNA	33361	34049	33731	34002	-
DS571163	EHI_096810	EHI_096810A	mRNA	118847	120414	118937	119082	+
DS571365	EHI_197800	EHI_197800A	mRNA	8516	8894	8665	8722	-
DS571260	EHI_138990	EHI_138990A	mRNA	29932	34205	33765	33877	-
DS571381	EHI_086380	EHI_086380A	mRNA	3445	4435	3568	3620	+
DS571297	EHI_142740	EHI_142740A	mRNA	13573	14573	14490	14539	+
DS571258	EHI_078730	EHI_078730A	mRNA	33754	35387	33865	33920	-
DS571163	EHI_096170	EHI_096170A	mRNA	3995	5779	4152	4212	+
DS571163	EHI_096170	EHI_096170A	mRNA	3995	5779	5458	5507	+
DS571217	EHI_165320	EHI_165320A	mRNA	53091	53909	53321	53371	-
DS571338	EHI_114650	EHI_114650A	mRNA	4077	4923	4597	4840	-
DS572342	EHI_027130	EHI_027130A	mRNA	11	1183	41	89	-
DS572342	EHI_027130	EHI_027130A	mRNA	11	1183	1075	1151	-
DS571166	EHI_127260	EHI_127260A	mRNA	71641	72389	71692	71739	+
DS571166	EHI_127260	EHI_127260A	mRNA	71641	72389	71929	71984	+
DS571153	EHI_023390	EHI_023390A	mRNA	129032	130597	130302	130355	-
DS571162	EHI_155350	EHI_155350A	mRNA	37922	38467	38150	38200	-
DS571170	EHI_131070	EHI_131070A	mRNA	69872	71238	71006	71064	-
DS571417	EHI_071330	EHI_071330A	mRNA	13480	14313	13579	13645	+
DS571417	EHI_071330	EHI_071330A	mRNA	13480	14313	13964	14010	+
DS571560	EHI_193790	EHI_193790A	mRNA	1838	2548	2052	2096	-
DS571190	EHI_039030	EHI_039030A	mRNA	73401	75152	74535	74590	-
DS571190	EHI_039030	EHI_039030A	mRNA	73401	75152	74926	74971	-
DS571145	EHI_153820	EHI_153820A	mRNA	524642	525161	525050	525116	+
DS571159	EHI_186730	EHI_186730A	mRNA	27979	28780	28142	28213	-
DS571159	EHI_186730	EHI_186730A	mRNA	27979	28780	28424	28467	-
DS571159	EHI_186730	EHI_186730A	mRNA	27979	28780	28623	28756	-
DS571263	EHI_168220	EHI_168220A	mRNA	9643	10195	9739	9792	-
DS571263	EHI_168220	EHI_168220A	mRNA	9643	10195	9929	9974	-
DS571204	EHI_105280	EHI_105280A	mRNA	46047	46513	46317	46366	-
DS571204	EHI_105280	EHI_105280A	mRNA	46047	46513	46452	46505	-
DS571192	EHI_065790	EHI_065790A	mRNA	59714	60493	59926	60061	+
DS571195	EHI_004855	EHI_004855A	mRNA	27335	28457	28282	28345	+
DS571189	EHI_175000	EHI_175000A	mRNA	52991	53721	53083	53156	+
DS571153	EHI_022840	EHI_022840A	mRNA	24252	24852	24657	24714	+
DS571254	EHI_140240	EHI_140240A	mRNA	22718	23289	22823	22878	-
DS571150	EHI_068310	EHI_068310A	mRNA	95704	97515	96755	96832	+
DS571165	EHI_198890	EHI_198890A	mRNA	60761	66865	64879	64965	-
DS571150	EHI_068010	EHI_068010A	mRNA	46411	50611	46550	46592	+
DS571215	EHI_027810	EHI_027810A	mRNA	63960	64453	64362	64435	-
DS571150	EHI_067880	EHI_067880A	mRNA	12462	13302	12861	12917	-
DS571150	EHI_067880	EHI_067880A	mRNA	12462	13302	13002	13066	-
DS571150	EHI_067880	EHI_067880A	mRNA	12462	13302	13212	13267	-
DS571146	EHI_148250	EHI_148250A	mRNA	45078	46129	45236	45285	-
DS571150	EHI_068120	EHI_068120A	mRNA	67045	67716	67500	67589	-
DS571149	EHI_050780	EHI_050780A	mRNA	109323	110079	109743	109800	-
DS571986	EHI_117470	EHI_117470A	mRNA	362	731	368	421	+
DS571986	EHI_117470	EHI_117470A	mRNA	362	731	479	563	+
DS571561	EHI_042700	EHI_042700A	mRNA	2561	3845	2652	2733	+
DS571470	EHI_059040	EHI_059040A	mRNA	9440	13512	12040	12083	-
DS571312	EHI_032780	EHI_032780A	mRNA	7505	7858	7669	7725	-
DS571243	EHI_140500	EHI_140500A	mRNA	6152	7152	6295	6345	+
DS571199	EHI_008660	EHI_008660A	mRNA	42365	43422	42518	42582	+
DS571199	EHI_008660	EHI_008660A	mRNA	42365	43422	42727	42909	+
DS571235	EHI_086250	EHI_086250A	mRNA	49285	51495	51160	51220	-
DS571235	EHI_086250	EHI_086250A	mRNA	49285	51495	51295	51347	-
DS571155	EHI_092720	EHI_092720A	mRNA	152126	152879	152407	152461	-
DS571243	EHI_140570	EHI_140570A	mRNA	14057	15621	14168	14229	-
DS571185	EHI_104650	EHI_104650A	mRNA	69177	70403	69516	69569	+
DS571382	EHI_038340	EHI_038340A	mRNA	24095	24500	24251	24299	+
DS571180	EHI_118710	EHI_118710A	mRNA	50737	51078	50946	51002	-
DS571179	EHI_094130	EHI_094130A	mRNA	88357	89281	88512	88572	-
DS571148	EHI_012370	EHI_012370A	mRNA	124483	125487	124585	124641	+
DS571148	EHI_012370	EHI_012370A	mRNA	124483	125487	124921	124998	+
DS571438	EHI_146520	EHI_146520A	mRNA	5686	7888	5751	5805	-
DS571447	EHI_172500	EHI_172500A	mRNA	2527	6336	2831	2902	+
DS571166	EHI_126990	EHI_126990A	mRNA	20178	21747	21690	21744	-
DS571152	EHI_049640	EHI_049640A	mRNA	72050	75412	72176	72227	+
DS571152	EHI_049640	EHI_049640A	mRNA	72050	75412	72510	72562	+
DS571152	EHI_049640	EHI_049640A	mRNA	72050	75412	75090	75140	+
DS571152	EHI_049350	EHI_049350A	mRNA	12715	14403	13133	13189	+
DS571538	EHI_193630	EHI_193630A	mRNA	4594	5487	4802	4894	+
DS571413	EHI_061020	EHI_061020A	mRNA	15259	16449	15616	15663	+
DS571150	EHI_068100	EHI_068100A	mRNA	61673	63159	62669	62739	-
DS571468	EHI_049180	EHI_049180A	mRNA	12587	13835	12990	13038	-
DS571158	EHI_103350	EHI_103350A	mRNA	30878	32611	32296	32354	-
DS571158	EHI_103350	EHI_103350A	mRNA	30878	32611	32482	32536	-
DS571285	EHI_082230	EHI_082230A	mRNA	30641	31282	31115	31207	-
DS571320	EHI_044350	EHI_044350A	mRNA	27032	27445	27294	27344	+
DS571156	EHI_183110	EHI_183110A	mRNA	103518	105090	103842	103899	+
DS571271	EHI_078220	EHI_078220A	mRNA	22632	23870	22998	23069	-
DS571332	EHI_200020	EHI_200020A	mRNA	14597	15258	14696	14763	+
DS571331	EHI_170310	EHI_170310A	mRNA	1467	3019	2358	2414	-
DS571331	EHI_170310	EHI_170310A	mRNA	1467	3019	2761	2804	-
DS571184	EHI_009380	EHI_009380A	mRNA	11610	12107	11865	11909	-
DS571336	EHI_120860	EHI_120860A	mRNA	3986	6684	4402	4457	+
DS571178	EHI_007960	EHI_007960A	mRNA	38945	39367	39023	39071	-
DS571178	EHI_007960	EHI_007960A	mRNA	38945	39367	39194	39237	-
DS571431	EHI_179360	EHI_179360A	mRNA	11968	12833	12413	12466	-
DS571431	EHI_179360	EHI_179360A	mRNA	11968	12833	12553	12632	-
DS571394	EHI_075660	EHI_075660A	mRNA	10937	12270	12160	12242	-
DS571685	EHI_116730	EHI_116730A	mRNA	2332	3804	2486	2539	-
DS571548	EHI_107550	EHI_107550A	mRNA	10129	10727	10556	10623	-
DS571175	EHI_177650	EHI_177650A	mRNA	91181	91850	91386	91440	-
DS571175	EHI_177650	EHI_177650A	mRNA	91181	91850	91761	91811	-
DS571290	EHI_125360	EHI_125360A	mRNA	26331	27611	26463	26510	-
DS571267	EHI_119020	EHI_119020A	mRNA	207	1011	231	273	-
DS571213	EHI_062810	EHI_062810A	mRNA	54179	55090	54969	55058	-
DS571348	EHI_020840	EHI_020840A	mRNA	3411	4517	4164	4208	-
DS571156	EHI_182580	EHI_182580A	mRNA	21062	21875	21354	21395	+
DS571156	EHI_182580	EHI_182580A	mRNA	21062	21875	21716	21770	+
DS571307	EHI_088060	EHI_088060A	mRNA	11294	11803	11310	11366	+
DS571172	EHI_013960	EHI_013960A	mRNA	18135	20477	19703	19829	-
DS571172	EHI_013960	EHI_013960A	mRNA	18135	20477	19979	20025	-
DS571408	EHI_189140	EHI_189140A	mRNA	10334	10902	10793	10836	-
DS571199	EHI_008430	EHI_008430A	mRNA	20911	21774	21264	21350	+
DS571623	EHI_011070	EHI_011070A	mRNA	6347	7674	7445	7497	+
DS571929	EHI_171170	EHI_171170A	mRNA	1019	2607	2519	2577	-
DS571448	EHI_061870	EHI_061870A	mRNA	8160	14635	8287	8338	+
DS571448	EHI_061870	EHI_061870A	mRNA	8160	14635	8432	8485	+
DS571448	EHI_061870	EHI_061870A	mRNA	8160	14635	8909	9008	+
DS571164	EHI_069050	EHI_069050A	mRNA	8664	9161	9065	9115	-
DS571256	EHI_048290	EHI_048290A	mRNA	43661	44102	43917	43971	-
DS571571	EHI_047210	EHI_047210A	mRNA	18	600	43	97	-
DS571356	EHI_185450	EHI_185450A	mRNA	9489	12197	10651	10773	-
DS571247	EHI_016400	EHI_016400A	mRNA	20650	23383	20728	20836	+
DS571153	EHI_023240	EHI_023240A	mRNA	95352	96503	95457	95507	+
DS571399	EHI_149840	EHI_149840A	mRNA	3018	9325	3704	3761	+
DS571399	EHI_149840	EHI_149840A	mRNA	3018	9325	7500	7599	+
DS571235	EHI_085990	EHI_085990A	mRNA	12210	13534	12990	13048	-
DS571177	EHI_167140	EHI_167140A	mRNA	81892	83493	81941	82025	-
DS571177	EHI_167140	EHI_167140A	mRNA	81892	83493	82084	82133	-
DS571178	EHI_008090	EHI_008090A	mRNA	65771	67291	66988	67037	+
DS571362	EHI_162230	EHI_162230A	mRNA	15274	16486	15761	15950	+
DS571281	EHI_122730	EHI_122730A	mRNA	5907	6568	6112	6161	+
DS571588	EHI_028560	EHI_028560A	mRNA	6461	6993	6591	6642	-
DS571588	EHI_028560	EHI_028560A	mRNA	6461	6993	6932	6980	-
DS571346	EHI_108630	EHI_108630A	mRNA	5821	6620	5992	6050	-
DS571278	EHI_058810	EHI_058810A	mRNA	33891	34717	33947	33991	+
DS571278	EHI_058810	EHI_058810A	mRNA	33891	34717	34147	34229	+
DS571345	EHI_002130	EHI_002130A	mRNA	6157	7998	7630	7683	-
DS571345	EHI_002130	EHI_002130A	mRNA	6157	7998	7878	7940	-
DS571159	EHI_186750	EHI_186750A	mRNA	30627	32004	31767	31854	+
DS571532	EHI_025700	EHI_025700A	mRNA	4	7861	58	112	-
DS571172	EHI_014180	EHI_014180A	mRNA	72758	73301	72923	72980	+
DS571225	EHI_054790	EHI_054790A	mRNA	36063	37585	36108	36175	+
DS571225	EHI_054790	EHI_054790A	mRNA	36063	37585	36482	36550	+
DS571176	EHI_051830	EHI_051830A	mRNA	56554	58098	57262	57315	-
DS571176	EHI_051830	EHI_051830A	mRNA	56554	58098	57902	57958	-
DS571347	EHI_052060	EHI_052060A	mRNA	5032	6128	5754	5809	-
DS571230	EHI_188950	EHI_188950A	mRNA	41706	43416	43145	43193	+
DS571264	EHI_095160	EHI_095160A	mRNA	37006	37343	37248	37318	-
DS571347	EHI_052080	EHI_052080A	mRNA	8318	9917	9573	9628	-
DS571347	EHI_052080	EHI_052080A	mRNA	8318	9917	9746	9789	-
DS571161	EHI_142090	EHI_142090A	mRNA	91283	92009	91429	91540	+
DS571176	EHI_051820	EHI_051820A	mRNA	53268	56342	53338	53391	-
DS571176	EHI_051820	EHI_051820A	mRNA	53268	56342	53493	53543	-
DS571244	EHI_146170	EHI_146170A	mRNA	40526	41342	40534	40750	-
DS571506	EHI_001280	EHI_001280A	mRNA	33	362	128	199	+
DS571294	EHI_081810	EHI_081810A	mRNA	37380	37917	37503	37554	-
DS571400	EHI_091570	EHI_091570A	mRNA	18958	20239	18971	19088	+
DS571178	EHI_007980	EHI_007980A	mRNA	41471	42079	41729	41815	-
DS572467	EHI_021680	EHI_021680A	mRNA	280	1142	721	778	+
DS571315	EHI_189890	EHI_189890A	mRNA	12451	14079	12833	12916	+
DS571315	EHI_189890	EHI_189890A	mRNA	12451	14079	13111	13158	+
DS571373	EHI_181540	EHI_181540A	mRNA	12739	13289	12865	12911	+
DS571220	EHI_174270	EHI_174270A	mRNA	50741	51431	51258	51330	-
DS571250	EHI_195100	EHI_195100A	mRNA	42406	43463	42895	43058	+
DS571277	EHI_131960	EHI_131960A	mRNA	25868	26592	26181	26231	+
DS571277	EHI_131960	EHI_131960A	mRNA	25868	26592	26366	26418	+
DS571148	EHI_011890	EHI_011890A	mRNA	25443	26571	26006	26054	+
DS571272	EHI_178010	EHI_178010A	mRNA	15317	16215	15575	15621	+
DS571146	EHI_148430	EHI_148430A	mRNA	73028	74246	73148	73199	+
DS571255	EHI_098030	EHI_098030A	mRNA	38354	39044	38777	38822	-
DS571149	EHI_050400	EHI_050400A	mRNA	33558	33928	33571	33626	+
DS571676	EHI_182030	EHI_182030A	mRNA	2324	3052	2446	2493	-
DS571676	EHI_182030	EHI_182030A	mRNA	2324	3052	2771	2825	-
DS571676	EHI_182030	EHI_182030A	mRNA	2324	3052	2966	3009	-
DS571179	EHI_093990	EHI_093990A	mRNA	68350	68971	68633	68687	+
DS571256	EHI_048260	EHI_048260A	mRNA	35648	36042	35732	35797	+
DS571256	EHI_048260	EHI_048260A	mRNA	35648	36042	35951	36009	+
DS571148	EHI_012530	EHI_012530A	mRNA	158072	160891	158150	158199	+
DS571148	EHI_012530	EHI_012530A	mRNA	158072	160891	160781	160826	+
DS571147	EHI_044560	EHI_044560A	mRNA	17448	18106	17611	17669	-
DS571249	EHI_185230	EHI_185230A	mRNA	8963	14815	9002	9065	+
DS571249	EHI_185230	EHI_185230A	mRNA	8963	14815	9093	9140	+
DS571249	EHI_185230	EHI_185230A	mRNA	8963	14815	9652	9707	+
DS571463	EHI_066750	EHI_066750A	mRNA	12597	12942	12693	12738	+
DS571591	EHI_184670	EHI_184670A	mRNA	2856	3503	2997	3062	+
DS571187	EHI_137980	EHI_137980A	mRNA	72772	73664	72796	72869	-
DS571272	EHI_177980	EHI_177980A	mRNA	10454	10976	10498	10558	-
DS571215	EHI_027560	EHI_027560A	mRNA	20756	21691	21139	21243	+
DS571187	EHI_137920	EHI_137920A	mRNA	59321	60919	59691	59798	+
DS571145	EHI_152510	EHI_152510A	mRNA	279142	279997	279258	279395	+
DS571351	EHI_019120	EHI_019120A	mRNA	9594	11703	9953	10001	+
DS571260	EHI_139060	EHI_139060A	mRNA	40542	41280	41166	41223	-
DS571174	EHI_035780	EHI_035780A	mRNA	87613	88146	88002	88067	-
DS571196	EHI_064660	EHI_064660A	mRNA	60499	62513	60651	60697	+
DS571246	EHI_163710	EHI_163710A	mRNA	33731	34115	33935	33983	-
DS571226	EHI_079970	EHI_079970A	mRNA	41449	42668	41473	41551	-
DS571226	EHI_079970	EHI_079970A	mRNA	41449	42668	42052	42139	-
DS571256	EHI_047920	EHI_047920A	mRNA	40	799	76	220	-
DS571291	EHI_179850	EHI_179850A	mRNA	10162	10595	10327	10385	-
DS571241	EHI_138460	EHI_138460A	mRNA	36066	37832	36207	36254	+
DS571314	EHI_057850	EHI_057850A	mRNA	35041	35675	35608	35648	+
DS571200	EHI_009970	EHI_009970A	mRNA	39446	40467	40199	40251	+
DS571255	EHI_097910	EHI_097910A	mRNA	18601	19037	18762	18823	-
DS571215	EHI_027330	EHI_027330A	mRNA	160	689	178	221	+
DS571368	EHI_114370	EHI_114370A	mRNA	13523	15131	13746	13791	+
DS571368	EHI_114370	EHI_114370A	mRNA	13523	15131	14115	14165	+
DS571178	EHI_007990	EHI_007990A	mRNA	43206	44324	43963	44019	+
DS571507	EHI_048970	EHI_048970A	mRNA	1163	2154	1285	1346	+
DS571184	EHI_009680	EHI_009680A	mRNA	86188	86728	86670	86725	-
DS571148	EHI_012400	EHI_012400A	mRNA	127775	128347	128019	128087	+
DS571242	EHI_109570	EHI_109570A	mRNA	4704	6061	5272	5501	+
DS571148	EHI_011920	EHI_011920A	mRNA	30481	32660	31964	32021	-
DS571148	EHI_011920	EHI_011920A	mRNA	30481	32660	32123	32177	-
DS571254	EHI_140210	EHI_140210A	mRNA	18013	18944	18138	18185	-
DS571254	EHI_140210	EHI_140210A	mRNA	18013	18944	18749	18822	-
DS571309	EHI_054140	EHI_054140A	mRNA	11084	11744	11366	11468	-
DS571459	EHI_129480	EHI_129480A	mRNA	4753	5426	4941	5032	+
DS571198	EHI_024380	EHI_024380A	mRNA	10166	12029	11132	11189	-
DS571145	EHI_152380	EHI_152380A	mRNA	252114	252565	252297	252364	+
DS571191	EHI_194350	EHI_194350A	mRNA	33906	35778	34143	34197	-
DS571390	EHI_135800	EHI_135800A	mRNA	21022	22567	21991	22039	+
DS571390	EHI_135800	EHI_135800A	mRNA	21022	22567	22148	22192	+
DS571242	EHI_109960	EHI_109960A	mRNA	36553	38319	36657	36725	-
DS571493	EHI_020070	EHI_020070A	mRNA	3578	4517	3649	3697	+
DS571282	EHI_040670	EHI_040670A	mRNA	25746	26689	26325	26406	-
DS571282	EHI_040670	EHI_040670A	mRNA	25746	26689	26459	26516	-
DS571191	EHI_194390	EHI_194390A	mRNA	39657	40416	39942	39988	+
DS571310	EHI_170960	EHI_170960A	mRNA	29127	30543	29764	29932	+
DS571167	EHI_159300	EHI_159300A	mRNA	19683	21559	19695	19750	+
DS571233	EHI_025430	EHI_025430A	mRNA	37472	38180	37721	37831	-
DS571233	EHI_025430	EHI_025430A	mRNA	37472	38180	38043	38088	-
DS571196	EHI_064600	EHI_064600A	mRNA	48123	49239	48420	48481	-
DS571196	EHI_064600	EHI_064600A	mRNA	48123	49239	48844	48893	-
DS571184	EHI_009400	EHI_009400A	mRNA	16220	16565	16424	16469	-
DS571371	EHI_132350	EHI_132350A	mRNA	298	535	322	370	-
DS571204	EHI_105310	EHI_105310A	mRNA	48722	49378	49089	49148	-
DS571145	EHI_151910	EHI_151910A	mRNA	171434	173123	172479	172528	-
DS571145	EHI_151910	EHI_151910A	mRNA	171434	173123	172951	172997	-
DS571147	EHI_044580	EHI_044580A	mRNA	18983	19994	19842	19896	+
DS571162	EHI_155360	EHI_155360A	mRNA	38557	39304	38668	38719	-
DS571329	EHI_112000	EHI_112000A	mRNA	8377	9505	8701	8756	+
DS571329	EHI_112000	EHI_112000A	mRNA	8377	9505	8918	8976	+
DS571228	EHI_161010	EHI_161010A	mRNA	41227	43088	42083	42222	+
DS571207	EHI_169990	EHI_169990A	mRNA	36418	36923	36496	36551	+
DS571231	EHI_048720	EHI_048720A	mRNA	51044	51655	51479	51535	-
DS571173	EHI_087890	EHI_087890A	mRNA	98713	100223	98833	98888	+
DS571371	EHI_132360	EHI_132360A	mRNA	3700	5797	4144	4192	+
DS571618	EHI_135910	EHI_135910A	mRNA	133	563	152	240	-
DS571311	EHI_139330	EHI_139330A	mRNA	8168	8942	8558	8639	-
DS571403	EHI_105860	EHI_105860A	mRNA	17310	17699	17565	17615	-
DS571298	EHI_145730	EHI_145730A	mRNA	34737	38173	34905	34948	-
DS571245	EHI_052730	EHI_052730A	mRNA	5353	6740	5566	5627	+
DS571245	EHI_052730	EHI_052730A	mRNA	5353	6740	5852	5986	+
DS571309	EHI_054070	EHI_054070A	mRNA	2655	3040	2807	2868	-
DS571273	EHI_111590	EHI_111590A	mRNA	15969	16541	16194	16289	+
DS571254	EHI_140170	EHI_140170A	mRNA	13265	13675	13319	13372	-
DS571223	EHI_157890	EHI_157890A	mRNA	6108	6882	6216	6273	+
DS571223	EHI_157890	EHI_157890A	mRNA	6108	6882	6434	6559	+
DS571335	EHI_091110	EHI_091110A	mRNA	24739	26125	26041	26092	-
DS571161	EHI_142200	EHI_142200A	mRNA	112905	114004	113810	113871	-
DS571346	EHI_108680	EHI_108680A	mRNA	11400	12123	11409	11457	+
DS571346	EHI_108680	EHI_108680A	mRNA	11400	12123	11554	11640	+
DS571237	EHI_175260	EHI_175260A	mRNA	14343	14706	14526	14592	-
DS571378	EHI_114000	EHI_114000A	mRNA	21433	22628	22526	22611	-
DS571219	EHI_169320	EHI_169320A	mRNA	47529	54617	54120	54179	-
DS571160	EHI_125690	EHI_125690A	mRNA	26660	27995	26852	26950	+
DS571160	EHI_125690	EHI_125690A	mRNA	26660	27995	27254	27306	+
DS571160	EHI_125690	EHI_125690A	mRNA	26660	27995	27663	27754	+
DS571180	EHI_118460	EHI_118460A	mRNA	14487	15282	15062	15116	+
DS571401	EHI_074780	EHI_074780A	mRNA	15558	16627	16365	16426	-
DS571576	EHI_191090	EHI_191090A	mRNA	54	897	74	161	-
DS571190	EHI_038690	EHI_038690A	mRNA	20355	22191	21111	21228	+
DS571160	EHI_125930	EHI_125930A	mRNA	70298	72587	70341	70387	+
DS571160	EHI_125930	EHI_125930A	mRNA	70298	72587	70441	70487	+
DS571183	EHI_117890	EHI_117890A	mRNA	19532	20203	19543	19602	+
DS571148	EHI_012490	EHI_012490A	mRNA	147867	150097	149949	150016	-
DS571219	EHI_168850	EHI_168850A	mRNA	6946	7508	7125	7183	-
DS571160	EHI_125640	EHI_125640A	mRNA	16082	17816	16157	16245	+
DS571160	EHI_125640	EHI_125640A	mRNA	16082	17816	17417	17472	+
DS571145	EHI_152860	EHI_152860A	mRNA	335416	337866	335521	335574	+
DS571320	EHI_044160	EHI_044160A	mRNA	11388	13050	11406	11463	-
DS571320	EHI_044160	EHI_044160A	mRNA	11388	13050	12853	12906	-
DS571146	EHI_148770	EHI_148770A	mRNA	145729	153192	152431	152526	-
DS571327	EHI_035930	EHI_035930A	mRNA	12428	13570	13057	13099	-
DS571327	EHI_035930	EHI_035930A	mRNA	12428	13570	13307	13383	-
DS571539	EHI_063680	EHI_063680A	mRNA	519	2056	738	788	-
DS571539	EHI_063680	EHI_063680A	mRNA	519	2056	918	971	-
DS571539	EHI_063680	EHI_063680A	mRNA	519	2056	1332	1384	-
DS571230	EHI_188970	EHI_188970A	mRNA	44509	47837	44655	44737	-
DS571230	EHI_188970	EHI_188970A	mRNA	44509	47837	46912	46960	-
DS571230	EHI_188970	EHI_188970A	mRNA	44509	47837	47531	47595	-
DS571263	EHI_168040	EHI_168040A	mRNA	796	1570	1088	1136	-
DS571266	EHI_029000	EHI_029000A	mRNA	26811	27373	27293	27336	-
DS571250	EHI_195060	EHI_195060A	mRNA	37089	37820	37547	37606	+
DS571219	EHI_169280	EHI_169280A	mRNA	41659	42371	42107	42172	-
DS571199	EHI_008750	EHI_008750A	mRNA	59912	62019	60063	60112	+
DS571935	EHI_084260	EHI_084260A	mRNA	1068	1820	1275	1373	-
DS571224	EHI_040450	EHI_040450A	mRNA	53694	54428	53921	53970	-
DS571382	EHI_038160	EHI_038160A	mRNA	3466	5391	4338	4469	-
DS571145	EHI_153410	EHI_153410A	mRNA	444035	444538	444330	444410	-
DS571487	EHI_046250	EHI_046250A	mRNA	930	1620	1031	1103	+
DS571159	EHI_186740	EHI_186740A	mRNA	29098	30368	29716	29786	+
DS571162	EHI_155250	EHI_155250A	mRNA	26867	28018	26881	26926	+
DS571162	EHI_155250	EHI_155250A	mRNA	26867	28018	27048	27097	+
DS571220	EHI_174150	EHI_174150A	mRNA	28901	29250	28976	29040	-
DS571196	EHI_064720	EHI_064720A	mRNA	73086	74244	73234	73276	-
DS571196	EHI_064720	EHI_064720A	mRNA	73086	74244	73900	73974	-
DS571483	EHI_018950	EHI_018950A	mRNA	7760	9972	8510	8571	-
DS571170	EHI_131120	EHI_131120A	mRNA	79911	80782	80009	80070	-
DS571170	EHI_131120	EHI_131120A	mRNA	79911	80782	80289	80334	-
DS571170	EHI_131120	EHI_131120A	mRNA	79911	80782	80504	80553	-
DS571150	EHI_068580	EHI_068580A	mRNA	150377	150783	150380	150437	+
DS571150	EHI_068580	EHI_068580A	mRNA	150377	150783	150594	150651	+
DS571213	EHI_062540	EHI_062540A	mRNA	19222	20017	19433	19481	+
DS571320	EHI_044360	EHI_044360A	mRNA	27697	28542	27955	28011	+
DS571238	EHI_053080	EHI_053080A	mRNA	20058	21691	21451	21515	+
